no,m,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,label
44,201706,2000.0,6900.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2780.0,1.0,820.0,2.0,3300.0,1.0,,,,,,,,,13050.0,6.0,,,,,,,,,,,,,,,,,400.0,1.0,4150.0,2.0,2000.0,1.0,6500.0,2.0,,,,,,,1550.0,2.0,3300.0,,,,,,,,,,,,,5600.0,,,,,,,,,1150.0,5310.0,7.0,,,2280.0,6.0,,,,,,,770.0,2.0,4540.0,5.0,,,,,,,,,,,,,,,,,,,,,,,3030.0,,390.0,,,,,,,,,595.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2000.0,170.0,201609.0,201706.0,201609.0,201706.0,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,3.0,,,,,,1.0,0.0,0.0,0.0,0.0,0
45,201806,4180.0,103890.0,71.0,,,37910.0,36.0,,,,,,,,,,,,,28470.0,34.0,,,7500.0,5.0,11745.0,12.0,48659.0,25.0,33322.0,19.0,2664.0,10.0,,,,,,,71540.0,18.0,,,,,,,,,,,,,1800.0,1.0,,,18960.0,4.0,3750.0,4.0,38060.0,5.0,10770.0,5.0,,,,,,,2850.0,4.0,10210.0,,8040.0,,,,,,,5000.0,,,,24840.0,,,,,,1800.0,,,900.0,5120.0,7.0,4880.0,2.0,240.0,5.0,,,4880.0,2.0,140.0,2.0,,,40.0,1.0,60.0,2.0,,,5592.0,5.0,3882.0,3.0,,,,,3990.0,3.0,1602.0,2.0,,,,,,,3470.0,3470.0,110.0,,2270.0,2270.0,,28920.0,6.0,12490.0,,351.0,7.0,15.0,11.0,2.0,2.0,6.0,5.0,9140.0,4540.0,201301.0,201806.0,201311.0,201806.0,,,,201803.0,201805.0,75000.0,101550.0,17.0,36.0,,,,,,,10.0,5.0,0.0,2.0,0.0,8.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201805,20.0,113975.0,65.0,,,37495.0,28.0,,,,,,,,,,,,,28435.0,27.0,,,9756.0,9.0,10960.0,10.0,61579.0,19.0,30225.0,24.0,1455.0,3.0,,,,,4500.0,2.0,82190.0,18.0,,,,,,,,,,,,,,,,,6380.0,2.0,20900.0,6.0,53700.0,8.0,700.0,1.0,510.0,1.0,,,,,10120.0,6.0,10480.0,,9999.0,,,,,,,9999.0,,,2500.0,31700.0,,,,,,,,,5000.0,8800.0,2.0,8800.0,2.0,,,,,,,8800.0,2.0,,,,,,,,,4920.0,3.0,3420.0,2.0,,,,,,,2910.0,1.0,2010.0,2.0,,,,,5930.0,5930.0,,,2910.0,2910.0,,30500.0,6.0,10880.0,,351.0,7.0,15.0,11.0,2.0,2.0,6.0,5.0,4980.0,4540.0,201301.0,201805.0,201311.0,201805.0,,,,201803.0,201805.0,75000.0,101550.0,18.0,36.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,2.0,0.0,8.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201804,5060.0,105141.0,87.0,,,33721.0,56.0,,,,,470.0,1.0,,,,,,,24771.0,54.0,,,29097.0,13.0,14970.0,30.0,30280.0,27.0,30694.0,16.0,100.0,1.0,,,,,,,78801.0,18.0,,,,,,,,,,,501.0,1.0,3770.0,3.0,,,36110.0,8.0,3850.0,3.0,13711.0,3.0,25130.0,4.0,,,,,,,4051.0,4.0,12910.0,,8480.0,,,470.0,,,,6026.0,,,,16780.0,,,,,501.0,3000.0,,,2250.0,10340.0,43.0,3230.0,2.0,7110.0,41.0,,,2360.0,12.0,2960.0,18.0,360.0,8.0,4660.0,5.0,,,,,9190.0,7.0,4250.0,5.0,,,3780.0,2.0,,,2390.0,4.0,3020.0,1.0,,,,,2690.0,2690.0,1400.0,,3490.0,3020.0,,29920.0,6.0,3490.0,,351.0,7.0,15.0,11.0,2.0,2.0,6.0,5.0,5060.0,,201301.0,201804.0,201311.0,201804.0,,,,201803.0,201803.0,75000.0,101550.0,19.0,36.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,5.0,0.0,2.0,0.0,6.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201803,5250.0,101993.0,156.0,,,77663.0,140.0,,,,,,,,,,,,,71103.0,139.0,,,3818.0,17.0,31240.0,36.0,41153.0,52.0,24360.0,39.0,1422.0,12.0,,,,,8550.0,4.0,17956.0,11.0,,,,,,,,,,,306.0,1.0,,,876.0,2.0,4260.0,5.0,1980.0,1.0,9800.0,2.0,1040.0,1.0,,,,,,,2046.0,3.0,10000.0,,10000.0,,,,,,,10000.0,,,5000.0,9080.0,,,,,306.0,,,,1340.0,10510.0,10.0,9990.0,3.0,520.0,7.0,,,,,40.0,1.0,2790.0,3.0,7680.0,6.0,,,,,4562.0,6.0,2882.0,4.0,,,,,1492.0,4.0,3070.0,2.0,,,,,,,5000.0,5000.0,140.0,,2870.0,2870.0,,19990.0,6.0,5260.0,,351.0,7.0,15.0,10.0,2.0,2.0,6.0,5.0,5250.0,,201301.0,201803.0,201311.0,201803.0,,,,201803.0,201803.0,75000.0,92050.0,18.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,2.0,0.0,5.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201802,400.0,52618.0,106.0,,,41698.0,104.0,,,,,,,,,,,,,35548.0,103.0,,,8403.0,23.0,4426.0,14.0,31433.0,29.0,5499.0,34.0,2857.0,6.0,,,,,,,11450.0,3.0,,,,,,,,,,,,,,,,,1000.0,1.0,9930.0,1.0,520.0,1.0,,,,,,,,,1000.0,1.0,9920.0,,6150.0,,,,,,,5010.0,,,,9930.0,,,,,,,,,1000.0,3370.0,9.0,1320.0,1.0,2050.0,8.0,,,960.0,4.0,1350.0,2.0,60.0,2.0,1000.0,1.0,,,,,4250.0,5.0,2460.0,2.0,,,,,550.0,2.0,,,2450.0,1.0,1250.0,2.0,,,1320.0,1320.0,1000.0,,2450.0,2450.0,,18380.0,5.0,1530.0,,351.0,7.0,12.0,10.0,2.0,2.0,6.0,5.0,4290.0,,201301.0,201802.0,201311.0,201802.0,,,,,,75000.0,92050.0,17.0,36.0,,,,,,,6.0,4.0,0.0,2.0,0.0,4.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201801,3940.0,36938.0,89.0,,,8808.0,65.0,,,,,3473.0,2.0,,,,,,,5335.0,63.0,,,6297.0,18.0,10355.0,27.0,14131.0,25.0,6155.0,19.0,,,,,,,,,32130.0,17.0,,,,,,,,,,,,,6220.0,7.0,,,8670.0,5.0,6750.0,4.0,14730.0,7.0,1980.0,1.0,,,,,,,700.0,1.0,5000.0,,3130.0,,,3130.0,,,,600.0,,,,5250.0,,,,,,1890.0,,,700.0,6580.0,10.0,1150.0,1.0,5430.0,9.0,,,80.0,1.0,5260.0,5.0,1240.0,4.0,,,,,,,1500.0,3.0,1500.0,3.0,,,30.0,1.0,0.0,1.0,1470.0,1.0,,,,,,,5180.0,1150.0,5180.0,,1470.0,1470.0,,11400.0,6.0,2790.0,,351.0,7.0,12.0,10.0,2.0,2.0,6.0,5.0,3940.0,,201301.0,201801.0,201311.0,201801.0,,,,,,75000.0,87060.0,16.0,36.0,4.0,2.0,0.0,2.0,0.0,2.0,6.0,4.0,0.0,2.0,0.0,4.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201712,730.0,90656.0,129.0,,,16786.0,90.0,,,,,,,,,,,,,15406.0,87.0,,,12113.0,15.0,23618.0,44.0,37030.0,45.0,17552.0,23.0,343.0,2.0,3100.0,2.0,,,9430.0,8.0,78790.0,25.0,,,,,,,,,3100.0,1.0,,,,,1640.0,1.0,12470.0,3.0,23430.0,7.0,38150.0,13.0,3100.0,1.0,,,,,,,9620.0,8.0,8100.0,,1000.0,,,,,,,1000.0,2500.0,,2350.0,8000.0,,,,3100.0,,,,,3100.0,65820.0,36.0,1070.0,1.0,64750.0,35.0,,,9530.0,6.0,27410.0,11.0,24330.0,13.0,4550.0,6.0,,,,,1552.0,3.0,1552.0,3.0,,,,,1552.0,3.0,,,,,,,,,8070.0,1070.0,8070.0,,1540.0,1540.0,,2790.0,3.0,1540.0,,351.0,7.0,11.0,8.0,2.0,2.0,6.0,4.0,730.0,,201301.0,201712.0,201311.0,201712.0,,,,,,75000.0,87060.0,14.0,36.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201711,100.0,51245.0,40.0,,,4655.0,6.0,,,,,,,,,,,,,4655.0,6.0,,,6040.0,5.0,17763.0,12.0,6160.0,10.0,21282.0,13.0,,,,,,,6490.0,4.0,42160.0,19.0,,,,,,,,,,,,,,,,,2790.0,2.0,13570.0,6.0,15000.0,6.0,10800.0,5.0,,,,,,,14440.0,10.0,4090.0,,2102.0,,,,,,,2102.0,,,2990.0,5810.0,,,,,,,,,2990.0,34380.0,20.0,6000.0,1.0,28380.0,19.0,,,30.0,2.0,16010.0,7.0,5410.0,5.0,5900.0,2.0,7030.0,4.0,,,19920.0,5.0,13570.0,3.0,,,6070.0,1.0,280.0,2.0,7500.0,1.0,6070.0,1.0,,,280.0,1.0,10410.0,6000.0,10410.0,,7500.0,7500.0,280.0,12060.0,3.0,11980.0,,351.0,6.0,9.0,5.0,2.0,2.0,5.0,4.0,100.0,,201301.0,201711.0,201311.0,201711.0,,,,,,75000.0,87060.0,11.0,36.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201710,310.0,52800.0,45.0,,,,,,,,,,,,,,,,,,,,,16920.0,17.0,15960.0,11.0,11670.0,12.0,3360.0,3.0,4890.0,2.0,,,,,,,63840.0,24.0,,,,,,,,,,,800.0,1.0,7020.0,6.0,,,16140.0,7.0,16640.0,6.0,12460.0,8.0,17000.0,1.0,1600.0,2.0,,,,,12380.0,9.0,5950.0,,,,,,,,,,,,,17000.0,,,,,800.0,1990.0,,,2820.0,2090.0,35.0,,,2090.0,35.0,,,0.0,2.0,760.0,15.0,850.0,11.0,360.0,6.0,120.0,1.0,,,440.0,6.0,170.0,5.0,,,,,90.0,2.0,350.0,4.0,,,,,270.0,1.0,470.0,,470.0,,270.0,80.0,270.0,,1.0,,,351.0,6.0,8.0,5.0,2.0,2.0,5.0,4.0,310.0,,201301.0,201710.0,201311.0,201710.0,,,,,,75000.0,87060.0,10.0,36.0,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201709,300.0,46054.0,32.0,,,94.0,1.0,,,,,,,,,,,,,94.0,1.0,,,22400.0,15.0,12334.0,7.0,8150.0,5.0,2870.0,4.0,300.0,1.0,,,,,5900.0,5.0,48570.0,20.0,,,,,,,,,,,1000.0,1.0,5990.0,3.0,,,35840.0,12.0,,,9960.0,5.0,2770.0,3.0,,,,,,,15470.0,10.0,8220.0,,94.0,,,,,,,94.0,,,1500.0,8220.0,,,,,1000.0,4900.0,,,3100.0,1290.0,17.0,,,1290.0,17.0,,,460.0,3.0,370.0,5.0,280.0,5.0,180.0,4.0,,,,,262.0,2.0,12.0,1.0,,,250.0,1.0,,,12.0,1.0,,,,,250.0,1.0,260.0,,260.0,,250.0,12.0,250.0,,1.0,,,351.0,6.0,8.0,5.0,2.0,2.0,5.0,4.0,300.0,,201301.0,201709.0,201311.0,201709.0,,,,,,75000.0,87000.0,10.0,36.0,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201708,180.0,30410.0,27.0,,,,,,,,,,,,,,,,,,,,,8960.0,5.0,12930.0,10.0,2090.0,4.0,520.0,1.0,5910.0,7.0,,,,,,,33800.0,8.0,,,,,,,,,,,,,11260.0,2.0,,,16350.0,4.0,3950.0,2.0,5500.0,1.0,,,8000.0,1.0,,,,,3950.0,2.0,4400.0,,,,,,,,,,,,,9990.0,,,,,,9990.0,,,2450.0,1380.0,30.0,,,1380.0,30.0,,,160.0,4.0,360.0,8.0,300.0,7.0,560.0,11.0,,,,,1546.0,5.0,,,,,10.0,1.0,1296.0,1.0,240.0,3.0,,,,,,,180.0,,180.0,,1296.0,,,,,,,351.0,5.0,4.0,4.0,2.0,1.0,4.0,3.0,180.0,,201301.0,201708.0,201311.0,201708.0,,,,,,75000.0,75000.0,10.0,36.0,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
45,201707,2320.0,38200.0,31.0,,,,,,,,,,,,,,,,,,,,,2630.0,2.0,2420.0,6.0,20180.0,10.0,9830.0,11.0,3140.0,2.0,,,,,,,44960.0,16.0,,,,,,,,,,,,,2260.0,2.0,,,11380.0,4.0,,,11980.0,4.0,14510.0,6.0,7090.0,2.0,,,,,5280.0,3.0,8560.0,,,,,,,,,,,,,7670.0,,,,,,1250.0,,,3990.0,8740.0,10.0,,,8740.0,10.0,,,250.0,1.0,420.0,5.0,7730.0,1.0,300.0,2.0,40.0,1.0,,,1070.0,2.0,,,,,,,,,,,300.0,1.0,770.0,1.0,300.0,1.0,7730.0,,7730.0,,770.0,,300.0,,,,,351.0,5.0,4.0,4.0,2.0,1.0,4.0,3.0,2320.0,,201301.0,201707.0,201311.0,201707.0,,,,,,75000.0,75000.0,10.0,36.0,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,3.0,0.0,0.0,0.0,0.0,0
46,201806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,1.0,,,1900.0,1.0,,,,,,,1900.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,,1900.0,,,,,,,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201806.0,,,,,,22500.0,22500.0,13.0,,,,,,,,5.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46,201805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39600.0,2.0,,,39600.0,2.0,,,39600.0,2.0,,,,,,,,,,,20000.0,1.0,,,,,,,,,20000.0,1.0,,,,,20000.0,1.0,19800.0,,19800.0,,20000.0,,20000.0,,,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201805.0,,,,,,22500.0,22500.0,13.0,,,,,,,,5.0,3.0,1.0,3.0,0.0,1.0,,,,,,,,,,,0
46,201804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8110.0,2.0,,,8110.0,2.0,,,8000.0,1.0,110.0,1.0,,,,,,,,,1587.0,1.0,,,,,1587.0,1.0,,,,,,,,,,,8000.0,,8000.0,,1587.0,,,,,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201804.0,,,,,,22500.0,22500.0,13.0,,,,,,,,5.0,3.0,1.0,3.0,0.0,1.0,,,,,,,,,,,0
46,201803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700.0,1.0,,,6700.0,1.0,,,6700.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700.0,,6700.0,,,,,,,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201803.0,,,,,,22500.0,22500.0,13.0,,,,,,,,5.0,3.0,1.0,3.0,0.0,1.0,,,,,,,,,,,0
46,201802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990.0,3.0,,,3990.0,3.0,,,,,3900.0,1.0,70.0,1.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3900.0,,3900.0,,,,,,,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201802.0,,,,,,22500.0,22500.0,13.0,,,,,,,,5.0,3.0,1.0,3.0,0.0,1.0,,,,,,,,,,,0
46,201801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.0,,,110.0,1.0,,,,,,,,,110.0,1.0,,,,,,,,,,,,,,,,,,,,,,,110.0,,110.0,,,,,,,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201801.0,,,,,,22500.0,22500.0,12.0,,,,,,,,5.0,3.0,1.0,3.0,0.0,1.0,,,,,,,,,,,0
46,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000.0,2.0,,,36000.0,2.0,,,,,,,36000.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,,18000.0,,,,,,1.0,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201712.0,,,,,,22500.0,22500.0,11.0,,,,,,,,5.0,3.0,1.0,3.0,0.0,1.0,,,,,,,,,,,0
46,201711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000.0,2.0,,,40000.0,2.0,,,,,,,40000.0,2.0,,,,,,,11540.0,3.0,11540.0,3.0,,,11540.0,3.0,,,,,,,,,11540.0,3.0,20000.0,,20000.0,,5000.0,5000.0,5000.0,,,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201711.0,,,,,,22500.0,22500.0,10.0,,2.0,2.0,1.0,0.0,0.0,1.0,5.0,3.0,1.0,3.0,0.0,1.0,,,,,,,,,,,0
46,201710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15090.0,3.0,,,15090.0,3.0,,,,,15090.0,3.0,,,,,,,,,16750.0,3.0,,,,,,,16750.0,3.0,,,,,,,16750.0,3.0,15000.0,,15000.0,,10000.0,,10000.0,,,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201710.0,,,,,,22500.0,22500.0,9.0,,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,0
46,201709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14030.0,3.0,,,14030.0,3.0,,,,,14030.0,3.0,,,,,,,,,5690.0,1.0,,,,,,,5690.0,1.0,,,,,,,5690.0,1.0,10000.0,,10000.0,,5690.0,,5690.0,,1.0,,,564.0,3.0,3.0,2.0,,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201709.0,,,,,,22500.0,22500.0,8.0,,,,,,,,2.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0
46,201708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12160.0,3.0,,,12160.0,3.0,,,,,12040.0,2.0,,,120.0,1.0,,,,,1369.0,1.0,,,,,,,,,,,1369.0,1.0,,,,,12000.0,,12000.0,,1369.0,,,,,,,564.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201708.0,,,,,,22500.0,22500.0,6.0,,,,,,,,2.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0
46,201707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.0,1.0,,,,,,,,,,,1369.0,1.0,,,,,,,,,1369.0,,,,,,,564.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,420.0,,201311.0,201703.0,201703.0,201707.0,,,,,,22500.0,22500.0,5.0,,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0
48,201806,3690.0,100316.0,77.0,500.0,1.0,3397.0,31.0,,,2130.0,1.0,13122.0,29.0,500.0,1.0,,,44817.0,4.0,2120.0,16.0,1310.0,1.0,7540.0,14.0,60639.0,16.0,24856.0,28.0,3933.0,16.0,2038.0,2.0,11029.0,5.0,,,45397.0,7.0,96921.0,23.0,,,,,,,,,,,,,,,,,,,68141.0,15.0,28280.0,7.0,,,500.0,1.0,,,,,82201.0,18.0,21270.0,500.0,500.0,,2130.0,9340.0,500.0,,21270.0,500.0,9340.0,,21270.0,12920.0,,,,,,,,,12920.0,20260.0,8.0,,,20260.0,8.0,,,,,10590.0,4.0,9460.0,3.0,,,210.0,1.0,,,33284.0,7.0,23522.0,5.0,,,6860.0,1.0,16892.0,4.0,,,6630.0,1.0,2902.0,1.0,,,4800.0,,4800.0,,10000.0,10000.0,,17090.0,4.0,,,991.0,7.0,7.0,8.0,1.0,1.0,5.0,5.0,4170.0,,201501.0,201806.0,201606.0,201806.0,,,,,,20500.0,46980.0,15.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,,,,,,,,,,,0
48,201805,7510.0,116557.0,57.0,,,6938.0,25.0,,,,,35636.0,33.0,,,,,43289.0,7.0,,,3360.0,5.0,4050.0,8.0,51968.0,19.0,53023.0,15.0,1102.0,6.0,3054.0,4.0,46878.0,9.0,,,31229.0,8.0,117623.0,32.0,,,6000.0,2.0,,,,,,,,,,,,,3000.0,1.0,48916.0,9.0,48003.0,14.0,17704.0,8.0,,,,,,,79803.0,18.0,18260.0,,2850.0,,,6690.0,,,18260.0,,10000.0,,12000.0,23400.0,3000.0,,,,,,,,23400.0,21210.0,14.0,,,21210.0,14.0,,,,,9530.0,7.0,11680.0,7.0,,,,,,,19677.0,4.0,9840.0,2.0,,,3150.0,1.0,16527.0,3.0,,,,,,,,,2990.0,,2990.0,,6690.0,6690.0,,19300.0,3.0,,,991.0,7.0,7.0,7.0,1.0,1.0,5.0,5.0,7510.0,,201501.0,201805.0,201606.0,201805.0,,,,,,20500.0,46980.0,15.0,12.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
48,201804,7320.0,57686.0,42.0,2500.0,2.0,9467.0,18.0,,,,,27395.0,22.0,2500.0,2.0,,,17730.0,3.0,1000.0,2.0,2490.0,4.0,6725.0,12.0,7955.0,10.0,24409.0,9.0,1079.0,3.0,15028.0,4.0,18928.0,6.0,,,17730.0,3.0,60306.0,25.0,,,,,,,,,,,2560.0,1.0,,,,,5950.0,2.0,9185.0,7.0,36920.0,13.0,8251.0,3.0,,,,,,,23901.0,14.0,9750.0,1500.0,2850.0,,,6890.0,1500.0,,9750.0,600.0,6890.0,,9750.0,12100.0,,,,,2560.0,,,,6760.0,14720.0,10.0,,,14720.0,10.0,,,,,9170.0,5.0,5550.0,5.0,,,,,,,11750.0,2.0,6230.0,1.0,,,,,6230.0,1.0,,,5520.0,1.0,,,,,4530.0,,4530.0,,6230.0,6230.0,,14760.0,3.0,,,991.0,7.0,6.0,7.0,1.0,1.0,5.0,5.0,7320.0,,201501.0,201804.0,201606.0,201804.0,,,,,,20500.0,46520.0,17.0,12.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
48,201803,4230.0,89454.0,41.0,,,14442.0,15.0,,,,,68472.0,26.0,,,,,,,4200.0,2.0,,,4704.0,9.0,13917.0,5.0,52080.0,14.0,16515.0,10.0,2238.0,3.0,61460.0,12.0,,,5500.0,2.0,84085.0,35.0,,,,,200.0,1.0,9800.0,1.0,,,,,,,200.0,1.0,8130.0,9.0,18931.0,8.0,52674.0,15.0,4150.0,2.0,,,,,,,1484.0,2.0,8730.0,,6000.0,,,6660.0,,,,2200.0,8730.0,,5000.0,9800.0,,200.0,9800.0,,,,,,1000.0,38380.0,14.0,,,38380.0,14.0,,,,,5410.0,4.0,13960.0,8.0,19010.0,2.0,,,,,55150.0,9.0,27352.0,6.0,,,15000.0,1.0,1362.0,2.0,20788.0,4.0,18000.0,2.0,,,,,13500.0,,13500.0,,15000.0,15000.0,,37180.0,4.0,,,991.0,6.0,5.0,7.0,1.0,1.0,4.0,5.0,4230.0,,201501.0,201803.0,201606.0,201803.0,,,,,,20500.0,46500.0,16.0,12.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
48,201802,10050.0,96999.0,36.0,,,11328.0,10.0,,,,,15118.0,11.0,,,,,,,,,1310.0,1.0,17774.0,5.0,22247.0,13.0,27910.0,9.0,22000.0,5.0,5758.0,3.0,33790.0,4.0,,,,,87249.0,31.0,,,,,,,4400.0,1.0,,,,,,,,,13740.0,8.0,26180.0,8.0,40330.0,12.0,6999.0,3.0,,,,,,,8289.0,2.0,10000.0,,5000.0,,,5000.0,,,,,10000.0,,,8140.0,,,4400.0,,,,,,7890.0,40340.0,21.0,,,40340.0,21.0,,,500.0,1.0,8800.0,5.0,30080.0,14.0,960.0,1.0,,,,,22570.0,3.0,22570.0,3.0,,,16400.0,2.0,,,6170.0,1.0,,,,,,,8190.0,,8190.0,,10000.0,10000.0,,30600.0,2.0,,,991.0,6.0,5.0,7.0,1.0,1.0,4.0,5.0,10050.0,,201501.0,201802.0,201606.0,201802.0,,,,,,20500.0,46500.0,13.0,6.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
